14520,3101010001
14520,3101010002
14510,3101010003
14530,3101020001
14540,3101020002
14540,3101020003
12630,3171010001
12640,3171010002
12630,3171010003
12620,3171010004
12630,3171010005
12530,3171010006
12560,3171020001
12550,3171020002
12520,3171020003
12520,3171020004
12540,3171020005
12510,3171020006
12510,3171020007
12440,3171030001
12450,3171030002
12430,3171030003
12420,3171030004
12410,3171030005
12330,3171040001
12320,3171040002
12250,3171040003
12270,3171040004
12260,3171040005
12310,3171050001
12240,3171050002
12240,3171050003
12230,3171050004
12220,3171050005
12210,3171050006
12140,3171060001
12150,3171060002
12160,3171060003
12170,3171060004
12160,3171060005
12130,3171060006
12110,3171060008
12180,3171060009
12190,3171060010
12120,3171060011
12730,3171070001
12720,3171070002
12790,3171070003
12790,3171070004
12710,3171070005
12740,3171080001
12750,3171080002
12760,3171080003
12780,3171080004
12770,3171080005
12770,3171080006
12870,3171090001
12810,3171090002
12820,3171090003
12830,3171090004
12840,3171090005
12860,3171090006
12850,3171090007
12930,3171100001
12950,3171100002
12940,3171100003
12920,3171100004
12960,3171100005
12970,3171100006
12910,3171100008
12980,3171100009
13710,3172010001
13790,3172010002
13780,3172010003
13770,3172010004
13760,3172010005
13720,3172020001
13730,3172020002
13740,3172020003
13750,3172020004
13830,3172020005
13860,3172030001
13870,3172030002
13840,3172030004
13890,3172030006
13820,3172030007
13810,3172030008
13850,3172030009
13880,3172030010
13560,3172040001
13570,3172040002
13650,3172040003
13610,3172040004
13620,3172040005
13530,3172050001
13520,3172050002
13540,3172050003
13510,3172050005
13640,3172050006
13630,3172050007
13550,3172050008
13330,3172060001
13340,3172060002
13410,3172060003
13420,3172060004
13410,3172060005
13350,3172060006
13310,3172060007
13320,3172060008
13430,3172070001
13440,3172070002
13450,3172070003
13460,3172070004
13460,3172070005
13460,3172070006
13470,3172070007
13930,3172080001
13940,3172080002
13950,3172080003
13910,3172080005
13910,3172080006
13920,3172080007
13960,3172080008
13230,3172090001
13240,3172090002
13250,3172090003
13220,3172090004
13220,3172090005
13210,3172090006
13260,3172090007
13150,3172100001
13140,3172100002
13110,3172100003
13130,3172100004
13120,3172100005
13120,3172100006
10270,3173010001
10210,3173010002
10220,3173010003
10230,3173010004
10260,3173010005
10240,3173010006
10250,3173010007
10320,3173020002
10330,3173020003
10350,3173020004
10340,3173020005
10310,3173020006
10430,3173030001
10440,3173030002
10450,3173030003
10420,3173030004
10460,3173030005
10410,3173030006
10560,3173040001
10550,3173040002
10540,3173040003
10530,3173040004
10570,3173050001
10510,3173050002
10520,3173050003
10640,3173060001
10640,3173060002
10640,3173060003
10650,3173060004
10650,3173060005
10630,3173060006
10620,3173060007
10610,3173060008
10710,3173070001
10720,3173070002
10750,3173070003
10740,3173070004
10730,3173070005
10150,3173080001
10160,3173080002
10110,3173080003
10120,3173080004
10130,3173080005
10140,3173080006
11640,3174010001
11650,3174010003
11620,3174010004
11610,3174010005
11610,3174010006
11630,3174010007
11560,3174020001
11540,3174020002
11550,3174020003
11530,3174020004
11510,3174020005
11520,3174020006
11520,3174020007
11480,3174030001
11410,3174030002
11480,3174030003
11420,3174030004
11420,3174030005
11430,3174030006
11470,3174040001
11470,3174040002
11440,3174040003
11450,3174040004
11460,3174040005
11460,3174040006
11460,3174040007
11310,3174050001
11270,3174050002
11210,3174050003
11270,3174050004
11260,3174050005
11320,3174050006
11330,3174050007
11250,3174050008
11220,3174050009
11230,3174050010
11240,3174050011
11160,3174060002
11150,3174060003
11170,3174060004
11180,3174060005
11130,3174060006
11120,3174060007
11110,3174060008
11140,3174060009
11750,3174070001
11740,3174070002
11710,3174070003
11720,3174070004
11730,3174070005
11730,3174070006
11850,3174080001
11840,3174080002
11830,3174080003
11820,3174080004
11810,3174080005
14470,3175010001
14460,3175010002
14450,3175010003
14440,3175010004
